review_text,review_rating,bert_sentiment_label,rating_label
I've tried alot of bleaches and other toilet cleaning products over the years and keep coming back to Domestos. Far superior to others I have tried really thick and does an excellent cleaning job. Always reliable.,5,Positive,Positive
"Ive tried many alternatives, and the only mayo that beats this is homemade! Its reliable, tasty, versatile, and lasts for ages in the fridge.",5,Positive,Positive
more than half the bags were split,1,Negative,Negative
"Good value for money. Wash really well, lovely smell.",5,Positive,Positive
"Good value for money. Wash really well, lovely smell.",5,Positive,Positive
"Good value for money. Wash really well, lovely smell.",5,Positive,Positive
"Good value for money. Wash really well, lovely smell.",5,Positive,Positive
"Good value for money. Wash really well, lovely smell.",5,Positive,Positive
"I am very happy with the Vaseline intensive care cream as it gentle and soothes the skin. I am very fussy about the products I purchase as I have sensitive and dry skin, but this product ticks all the boxes and is perfect for my skin type. Very happy with it. [This review was collected as part of a promotion.]",5,Positive,Positive
"This morning I received a bottle of Vaseline aloe soothe from Tryit sampling, I just couldn't wait to try it. my skin feels and smells amazing the lotion was easy to apply and soaked right in. Love it [This review was collected as part of a promotion.]",5,Positive,Positive
"I suffer from dry skin from ages , and I am always looking to find the best product , who will give my skin relieve . Now I can stop looking because finally I find my product - Vaseline Intensive care Aloe , First it come in this big bottle , so you dont worry about finishing it too fast , Then come the smell - it so nice, clean and fresh, and finally and the most important - the relieve, its so soothing really , and its absorb very fast , so you dont need to wait to put your clothes on . I really love it ! [This review was collected as part of a promotion.]",5,Positive,Positive
"This is a decent everyday lotion with a clean light scent. It's not a luxury nor a natural product - there's more petrolatum than aloe in it - and is fairly light in texture, but does the job of effective moisturizing for a good price especially while skin is still damp. [This review was collected as part of a promotion.]",3,Neutral,Neutral
Usually purchase at Costco but these are extremely good value would definitely recommend this,5,Positive,Positive
"Lovely day cream makes my skin feel lovely,helps with ageing",5,Positive,Positive
Great product and arrived quickly. Nice scent,5,Positive,Positive
"Arrived on time, well packaged, great product. Don’t need much as it has strong fragrance.",5,Positive,Positive
Great product and arrived quickly. Nice scent,5,Positive,Positive
Great product and arrived quickly. Nice scent,5,Positive,Positive
"Really good value for money, perfect for washing my babies clothes with.",5,Positive,Positive
"The product has leaked over all my order, do you have any suggestion why I can do",1,Negative,Negative
Love the smell and softness,5,Positive,Positive
"The product has leaked over all my order, do you have any suggestion why I can do",1,Negative,Negative
Love the smell and softness,5,Positive,Positive
"Excellent product, having been using it for awhile now. Suitable for the whole family, which makes it an obvious choice!",5,Positive,Positive
"Started using this as I could not find my old Simple night cream. I 'm not very impressed, it seems to be causing me breakouts and eye irritation. Makes no difference to skin, the sots make it worse.",1,Negative,Negative
I loved the sweet smell of this body lotion. The cream is thick and it absorbs quickly into the skin. The bottle states that it has a non-greasy formula and I found that to be correct. I applied the lotion in the morning and 10 hours later my skin still felt soft. [This review was collected as part of a promotion.],5,Positive,Positive
"I use body lotion but had never tried the Vaseline ones before. I wish I had! It has such a pleasant fragrance and leaves my skin so soft and nourished after showering. I have some areas of dry skin and I tend to use before bed, I really notice a difference from my previous lotion in the morning. [This review was collected as part of a promotion.]",5,Positive,Positive
This lightly fragranced lotion dispenses easily from the bottle. I found it spread well across my skin and was absorbed quite quickly. It really seemed to work well on my dryer areas such as knees and elbows so I tried it on my feet also! This was a revelation to me as being quite thin it was absorbed very quickly which meant no need for bed socks nor me slipping all over the place all night and also it moisturised my feet really well. I am really impressed with this versatile lotion. [This review was collected as part of a promotion.],5,Positive,Positive
"We've been using this for months. It's a lovely product. I have dry skin and using it just twice a week helps to keep it under control. My eldest daughter has eczema and she uses a small amount every night on her elbows. It really helps! It smells lovely, and absorbs quickly. It doesn't leave any stickiness or residue like some products do! We love this product a lot! [This review was collected as part of a promotion.]",5,Positive,Positive
"Love this cream. It heavy but not overly so, soaks into your skin and keeps you moisturised for ages. Has a really soft fragrance but not overly perfumed, reminded me of my holiday. I suffer with really dry arms and hands and after a few applications looked and felt significantly better. [This review was collected as part of a promotion.]",5,Positive,Positive
"I suffer with dry sensitive skin and vaseline is one of very few products that doesn't make my skin flare up and itch like crazy!The first thing I noticed was the beautiful fresh smell that escaped as I lifted the cap, as I applied a drop to my skin I instantly felt a soothing relief and easily moisturised into my skin absorbing effortlessly and not at all greasy unlike alot of other moisturisers I've tried! I use this product every day and it has improved my dry skin condition massively couldn't recommend this product enough I absolutely love it! [This review was collected as part of a promotion.]",5,Positive,Positive
"It’s what we usually use so getting this big carton was a no brainer! It lasts months and is one of our 2 preferred products, ideal for sensitive skin and if you do a fair bit of washing.",5,Positive,Positive
"Bargain,however I don’t think the consistency is the same as the shops’ one.smells nice,again,doesn’t seem to last after ironing!",4,Neutral,Positive
Great value for money. Fantastic product. Lovely smell and easy to use washing tablets,5,Positive,Positive
Great value for money. Fantastic product. Lovely smell and easy to use washing tablets,5,Positive,Positive
Great value for money. Fantastic product. Lovely smell and easy to use washing tablets,5,Positive,Positive
Great value for money. Fantastic product. Lovely smell and easy to use washing tablets,5,Positive,Positive
"Havent tried this as its for hampers im making for christmas, but im sure it will be as good as any other comfort product",5,Positive,Positive
Removes stains and keeps washing in great condition,5,Positive,Positive
Can't beat the price smells clean love it,5,Positive,Positive
Great value for money. Fantastic product. Lovely smell and easy to use washing tablets,5,Positive,Positive
"It’s what we usually use so getting this big carton was a no brainer! It lasts months and is one of our 2 preferred products, ideal for sensitive skin and if you do a fair bit of washing.",5,Positive,Positive
"Bargain,however I don’t think the consistency is the same as the shops’ one.smells nice,again,doesn’t seem to last after ironing!",4,Neutral,Positive
"May as well just use plain water, it would do the same job, nothing",1,Negative,Negative
Decent price. A lot cheaper than in store. Lasts ages too.,5,Neutral,Positive
"Awful, don’t buy!!! Wipes are too thick, like wet paper towels. They are not the usual wipes. My face is actually sore from using it",1,Negative,Negative
"Havent tried this as its for hampers im making for christmas, but im sure it will be as good as any other comfort product",5,Positive,Positive
Smells beautiful and well worth the money,5,Positive,Positive
Smells beautiful and well worth the money,5,Positive,Positive
Smells beautiful and well worth the money,5,Positive,Positive
It doesn't smell good and doesn't last for a long time :( had to order another product.,2,Negative,Negative
Easy just throw in drum and that’s it. No messy liquid spill. Washes well and non bio.,5,Positive,Positive
This product is anything but gentle. It really stings my eyes and leaves the skin around my eyes dry and flaky. Awful product thats going to end up in the bin.,1,Negative,Negative
I was given this product to review & think it’s a very good booster. My skin is lovely & soft & any dry flaky patches have disappeared.,4,Positive,Positive
"This is my first time using Vaseline intensive aloe body lotion and its brilliant, leaves my skin soft and supple and has a very nice fresh scent that lingers on the skin.Very good on dry skin thoroughly moisturisers and leaves no greasy patches. I would definitely buy again and I would highly recommend. [This review was collected as part of a promotion.]",4,Positive,Positive
I used this lotion when I got out of the bath. It felt really luxurious and smelt delicious too. I love the fact it has little.drops of Vaseline jelly in it. The bottle is a good size too and will last for ages. Highly recommend it! [This review was collected as part of a promotion.],4,Positive,Positive
"Great product, very well packaged and great price.",5,Positive,Positive
Excellent value bulk buying saves money in the long run,5,Positive,Positive
Ok,5,Neutral,Positive
"If you like this deodorant and can afford to bulk buy, this is the obvious choice. So far I’ve had it for 4 months and still have half a pack left.",5,Positive,Positive
"Arrived ok, good item thanks.",5,Positive,Positive
"Good quality conditioner - not watered down, leaves clothes soft and smelling nice. Bulk buy delivered to your door - simples. I bought a funnel so that I could decant into a small conditioner bottle. This is then easier to use than the full 5L bottle when pouring into the conditioner section in the washer.",5,Positive,Positive
great product,5,Positive,Positive
"Arrived ok, good item thanks.",5,Positive,Positive
"Good quality conditioner - not watered down, leaves clothes soft and smelling nice. Bulk buy delivered to your door - simples. I bought a funnel so that I could decant into a small conditioner bottle. This is then easier to use than the full 5L bottle when pouring into the conditioner section in the washer.",5,Positive,Positive
great product,5,Positive,Positive
Excellent value bulk buying saves money in the long run,5,Positive,Positive
"Great product, very well packaged and great price.",5,Positive,Positive
Excellent value bulk buying saves money in the long run,5,Positive,Positive
"Great product, very well packaged and great price.",5,Positive,Positive
Excellent value bulk buying saves money in the long run,5,Positive,Positive
"Great product, very well packaged and great price.",5,Positive,Positive
Excellent value bulk buying saves money in the long run,5,Positive,Positive
"Great product, very well packaged and great price.",5,Positive,Positive
Ok,5,Neutral,Positive
Great thank you came 2 days later! Smells lovely,5,Positive,Positive
Great thank you came 2 days later! Smells lovely,5,Positive,Positive
Great thank you came 2 days later! Smells lovely,5,Positive,Positive
Ok,4,Neutral,Positive
I have used mosturier in the past where it caused breakouts but with this moisturiser it does its job. It hydrates my dry skin and there were no breakouts. I highly doubt I'll ever switch to another product again.,5,Positive,Positive
"I liked this product, it makes skin so soft and skin smells fresh. It is not greasy and absorbs very quickly, making your skin very soft and comfortable. First i thought it smells a little bit strong, but then i thought no it is ok. [This review was collected as part of a promotion.]",5,Positive,Positive
This is one product that I think every household should have in their cabinet. I have patchy skin and this soothes all of them leaving my skin refreshed and non-greasy. I even use it on my face. And it also last forever!!! [This review was collected as part of a promotion.],5,Positive,Positive
This time of year my skin tends to become dry and itchy. Within just a few days of using Vaseline Intensive Care aloe soothe my skin feels so much better. It has a really light finish that easily absorbs into your skin without leaving a sticky feeling. It also smells really pleasant but subtle and is non greasy. It definitely delivers what it claims in terms of calming and healing dry skin. I would highly recommend [This review was collected as part of a promotion.],5,Positive,Positive
"I tried this lotion and firstly couldn't get enough of the smell. It smells so clean and fresh. It's quite a light formula, and absorbs easily. It's lightweight, but moisturisers well. You can get dressed straight away. It would be great on holiday, as it's so light. [This review was collected as part of a promotion.]",4,Positive,Positive
"Fast delivery, great product.",5,Positive,Positive
Reliable product even at cooler wahses ans love the fragrance!,5,Positive,Positive
"Value for money. Nice smell, my daughter loves it. I can recommend.",5,Positive,Positive
"Value for money. Nice smell, my daughter loves it. I can recommend.",5,Positive,Positive
Reliable product even at cooler wahses ans love the fragrance!,5,Positive,Positive
Reliable product even at cooler wahses ans love the fragrance!,5,Positive,Positive
Reliable product even at cooler wahses ans love the fragrance!,5,Positive,Positive
Nice  i will prefer to buy again,5,Positive,Positive
Girlfriend wasn’t too pleased but still said are ok,2,Neutral,Negative
Great product,5,Positive,Positive
"Scrumptious, authentic Pot Noodle flavour.",5,Positive,Positive
Reliable product even at cooler wahses ans love the fragrance!,5,Positive,Positive
"Scrumptious, authentic Pot Noodle flavour.",5,Positive,Positive
Great for hair that is straightened,5,Positive,Positive
and it was on offer half price so most pleased! also like the compact bottle size,5,Positive,Positive
Lovely ice cream.,5,Positive,Positive
"Love marmite, but feel like waste a lot in this squeezy format",4,Negative,Positive
Husband said this was sharp to begin with but quite nice as he got used to it. I assume that this scent will grow on him the more he uses this. Thank you Ocado for this sample,3,Positive,Neutral
"I don’t like chocolate ice cream...... however this was quite nice and I ended up eating half of the tub in one go!!! It is quite sweet though. Nice chunks of chocolate, marshmallow and caramel.",4,Positive,Positive
Rich and full of flavour. Well loved by all the family. Expensive but great as a special treat.,5,Positive,Positive
"One of my favourite chocolate ice creams. I especially love the dark chocolate fish. Is expensive though for what it is, would only buy when on offer.",4,Positive,Positive
Smells lovely and does the job!,5,Positive,Positive
"Very subtle (my preference) but lovely fragrance - no lingering perfume. Creamy lather & doesnt dry my hands. Docked a star as only bottle, not pump is recyclable. If They offered bottles without the pump so you could reuse the pump...",4,Positive,Positive
"A great handwash, that smells delightful. Useful for putting next to wash hand basin, no drips. Leaves hands fresh and clean. Great buy",5,Positive,Positive
Thick and creamy smelt fresh,4,Positive,Positive
The frozen pear scent is really pleasant,4,Positive,Positive
Was sent this to review so I gave it to my hubby to try. Hubby really liked the creamy texture. Has a lovely smell which wasn't overpowering.,5,Positive,Positive
"Fantastic cream, skin looks and feels like just been in a sauna and outstanding all over the body and more so on turkey neck skin. We find storing bottle upside down and gently shaking while still upside down using gravity vastly helps release the cream from the bottle.",5,Positive,Positive
My nightly treat. Perfection,5,Positive,Positive
Might need to only use a tiny bit... the smell is a little overpowering tbh and reminds me of loo cleaner,2,Neutral,Negative
If youre looking for a super moisturizing body wash this is it! Leaves my skin super soft!,5,Negative,Positive
"I use this on both myself and the kids. We all have sensitive skin and it doesnt irritate any of us. Great, last scent. A little bit goes a long way, so the bottle lasts a while too. The price is very reasonable compared to other similar products.",5,Positive,Positive
"This body wash has a soft original \""dove\"" original smell to it I love it, but I prefer the smell of the cucumber and green tea deep mosturizer body wash. I mean it definetly works its a great product , it mosturerises but I prefer the other one.I still recommend it. Good product.",4,Positive,Positive
I love this body was my skin gets super dry in the winter this product helps reduces the FYI skin,5,Positive,Positive
This is what I use in the winter. It helps to keep my skin moisturized. I do find I need to follow up with lotion after my shower or my skin will get dry. It works well and is inexpensive! I like the plain scent as well.,4,Positive,Positive
"I just used Dove Deep Moisture to shave pretty much my entire body and it is amazing. The best, smoothest shave ever! And my skin is so soft now!",5,Positive,Positive
Feels like Im really getting clean and I love the lotion feel of it. Its not overly priced.,5,Positive,Positive
This is what I use in the winter. It helps to keep my skin moisturized. I do find I need to follow up with lotion after my shower or my skin will get dry. It works well and is inexpensive! I like the plain scent as well.,4,Positive,Positive
"I use this on both myself and the kids. We all have sensitive skin and it doesnt irritate any of us. Great, last scent. A little bit goes a long way, so the bottle lasts a while too. The price is very reasonable compared to other similar products.",5,Positive,Positive
"I just used Dove Deep Moisture to shave pretty much my entire body and it is amazing. The best, smoothest shave ever! And my skin is so soft now!",5,Positive,Positive
I love this body was my skin gets super dry in the winter this product helps reduces the FYI skin,5,Positive,Positive
If youre looking for a super moisturizing body wash this is it! Leaves my skin super soft!,5,Negative,Positive
Feels like Im really getting clean and I love the lotion feel of it. Its not overly priced.,5,Positive,Positive
"I have tried other Vaseline body lotions and I think this is my favourite one so far. The smell is divine and not too overpowering as some can be. The lotion just glides on and sinks into the skin with a few rubs and doesn't leave an oily residue! The skin just absorbs the lotion as soon as it's applied and I've noticed a huge difference in my skin since using it, I'll definitely be using this lotion every day from now on! [This review was collected as part of a promotion.]",5,Positive,Positive
"Love how soft my skin feels after using this product! In the cold winter months, this is especially helpful.",5,Positive,Positive
"Absolutely fantastic, I find my skin goes so dry in winter with the weather and central heating I tried the vaseline intensive care moisturiser and it really dealt well with my dry skin including my elbows and knees the really super dry places it glides on like a dream super moisturises my skin and smells like summers spent laying on a beach highly recommend [This review was collected as part of a promotion.]",5,Positive,Positive
I have been using this for a few days and I really like it as a body moisturiser. It is not too heavy but still manages to moisturise the skin very well and without leaving any greasiness. The cucumber fragrance is really nice and fresh and helps to wake me up after a shower without being too overpowering. [This review was collected as part of a promotion.],5,Positive,Positive
"I really like this, it does seem to moisturise better than other body lotions I have tried, and seems to help the skin stay moisturised for longer. I used it as hand cream as well and it even makes a difference on dry hands, so I would recommend. [This review was collected as part of a promotion.]",5,Positive,Positive
"This body wash has a soft original \""dove\"" original smell to it I love it, but I prefer the smell of the cucumber and green tea deep mosturizer body wash. I mean it definetly works its a great product , it mosturerises but I prefer the other one.I still recommend it. Good product.",4,Positive,Positive
what happened to your lovely cream eyemake up remover,1,Positive,Negative
"I used this product for 1 week and it has given me really bad under skin spots, this product is also very drying. Would not recommend if you have sensitive skin.",1,Negative,Negative
"I have very oily skin so finding a moisturiser that offers SPF protection without leaving a greasy film is a challenge, but this sinks in so well and doesn't make me shiny at all. The only criticism I have is that there is no UVA star rating.",5,Positive,Positive
"Love how soft my skin feels after using this product! In the cold winter months, this is especially helpful.",5,Positive,Positive
"I have been using this for years and it works really well; it has not damaged any of my clothes. it has not left a residue on any of my clothes. it keeps my clothes in good condition and colour. it has not irritated my sensitive skin in any way. I have been using Persil silk and wool for years and it is really good. I only looked on Amazon as my supermarket had not had any for 3 weeks in a row, and realised it costs about the same here on Amazon Pantry. I wash my silk, wool and linen items on a silk wash ( on my washing machine that is a setting, but I think it comes to the following...30 degrees C, light action, very low spin cycle - very important not to hard spin wool or silk, ruins the fibres) I hang them up to dry. all of these items are either hand wash only or dry clean only items, and quite honestly I do not have the strength to hand wash or the wish to dry clean. This has worked well for me for 10+ years using this detergent.",5,Positive,Positive
Goof,5,Positive,Positive
Is actually good and practical to use the pot. Keeping hot for a while. Easy to make.,4,Positive,Positive
Really Happy good quality and value recommend seller no issues as it should be would highly Recommend,5,Positive,Positive
"Large bottles. Shampoo improves hair. Shiny and clean. Terrific product for a family or group of students. 900 ml lasts for months. Tresemme is a superb brand. Affordable price. Speedy delivery, good packaging. Product arrived with extra bubble wrap around the bottle.",5,Positive,Positive
Makes your hair oily. Yes it can protect but then your blow dry doesn’t last for long. Next day you need a shower,3,Neutral,Neutral
"Great value for money. Good for most hair types. Use this in a house with 7. Hair ranges for toddler girl, ‘normal boys’, curly boys hair, fine and thin, and very thick long hair that has highlights.... all our hair is clean and soft after using! Only negatives are the shape of bottle make it hard when wet and soapy to hold with one hand to squeeze into other hand. Also if lid is not closed properly then it drys blocked up and is hard to clean!",5,Positive,Positive
Nice smell,5,Positive,Positive
Smells lovely,5,Positive,Positive
Good value,5,Positive,Positive
Good value pack fast service,5,Positive,Positive
"Best deodorant brand that always deliver, smells amazing",5,Positive,Positive
Good value for the price,5,Positive,Positive
Good value,5,Positive,Positive
Really Happy good quality and value recommend seller no issues as it should be would highly Recommend,5,Positive,Positive
Great bo beater. Smells nice,5,Positive,Positive
"Really does work well and a pleasant smell. Doesn't stain clothes, excellent product",5,Positive,Positive
"Love this comfort,smells so fresh",5,Positive,Positive
"Smells gorgeous huge bottle last ages ! bought 4 of these and stocked up , will purchase again leaves clothes smelling lovely",5,Positive,Positive
Good,5,Positive,Positive
Smells nice. Soft and static free,5,Positive,Positive
"I like because it is unperfumed and that is vitally important from my little 'Bunny Rabbits'point of view...yes she likes things clean &Soft...hence this babysoft conditioner,but if there was a perfume stronger than hers there would be trouble..No body is offended by her naturual scent,living on fresh hay and eating rose petals you can imagine how beautiful her little Bunny self smells.Fake perfume would send her scent glands into overdrive and she would be compelled to mark everything.!!! So for that reason,this product passes thr Bunny test.Soft & unscented perfect,Mrs Bunny sez so !",5,Positive,Positive
Smells so nice and leaves clothes smelling nice and fresh i got 2 of these they will last a very long while as they are big bottles very pleased with my purchase,5,Positive,Positive
Smells good and keeps the pits dry. Can't go wrong with Dove deodorant.,5,Positive,Positive
As expected,5,Positive,Positive
Its shower gel,4,Positive,Positive
"Excellent price and size, especially how much the Mrs poors in.",5,Positive,Positive
Excellent value for the price.... in fact I bought 2,5,Positive,Positive
Lovely smell last for ages on clothes,5,Positive,Positive
Great,5,Positive,Positive
Great as a multi pack on subscription,5,Positive,Positive
This is what the better half wanted and is cheaper than bought locally.,5,Positive,Positive
"What can I say, does the job, pleased with purchase, will definitely be buying more",5,Positive,Positive
and work as expected,5,Positive,Positive
Hard to get on hands and you think that you haven't got enough but a very small amount keeps hair in place. I think the three tubs will last a very long time.,5,Neutral,Positive
"Purchased these as they were cheap but I really had forgotten how bad they taste, it's like chewing an old wet rope, I hope the kids like them because that's what they're having when they get home from school ha ha ha, of course, I will lie and say they taste great.",2,Neutral,Negative
"Handy things to keep in the cupboard, they're perfect for a quick snack. Great price for pack of 12. My order arrived as expected, packed well.",5,Positive,Positive
I use Marmite on sausages instead of mustard. Am I addicted?,5,Negative,Positive
Good price fast delivery,5,Positive,Positive
keeps the home fresh and clean.,5,Positive,Positive
Like.,5,Positive,Positive
Makes your hair oily. Yes it can protect but then your blow dry doesn’t last for long. Next day you need a shower,3,Neutral,Neutral
"Great value for money. Good for most hair types. Use this in a house with 7. Hair ranges for toddler girl, ‘normal boys’, curly boys hair, fine and thin, and very thick long hair that has highlights.... all our hair is clean and soft after using! Only negatives are the shape of bottle make it hard when wet and soapy to hold with one hand to squeeze into other hand. Also if lid is not closed properly then it drys blocked up and is hard to clean!",5,Positive,Positive
Smells lovely,5,Positive,Positive
Good value,5,Positive,Positive
"Best deodorant brand that always deliver, smells amazing",5,Positive,Positive
Good value pack fast service,5,Positive,Positive
Good value for the price,5,Positive,Positive
"Purchased these as they were cheap but I really had forgotten how bad they taste, it's like chewing an old wet rope, I hope the kids like them because that's what they're having when they get home from school ha ha ha, of course, I will lie and say they taste great.",2,Neutral,Negative
"Handy things to keep in the cupboard, they're perfect for a quick snack. Great price for pack of 12. My order arrived as expected, packed well.",5,Positive,Positive
Absolutely love these comfort Creation fabric conditioners they smell really nice makes the whole house smell wonderful. These were on deal so saved a few quid and this bulk buy was well worth buying.One very happy customer will buy again when needed but get tempted Everytime it's on,5,Positive,Positive
"This is the best shampoo I've ever used. It makes my hair shiny, soft and full of body. Just a tiny bit goes a long way. 1 bottle lasts for months! Wonderful stuff!! I love it.",5,Positive,Positive
Brilliant quality for the price,5,Positive,Positive
"Large bottles. Shampoo improves hair. Shiny and clean. Terrific product for a family or group of students. 900 ml lasts for months. Tresemme is a superb brand. Affordable price. Speedy delivery, good packaging. Product arrived with extra bubble wrap around the bottle.",5,Positive,Positive
"Really does work well and a pleasant smell. Doesn't stain clothes, excellent product",5,Positive,Positive
I absolutely love this deodorant and it's so much cheaper to buy on line,5,Positive,Positive
Smells good and keeps the pits dry. Can't go wrong with Dove deodorant.,5,Positive,Positive
Good value for big pots.,5,Positive,Positive
5*,5,Positive,Positive
I love this scent and to get it on offer was a massive bonus. Always leaves the washing smelling beautifully fresh & if I hang bedding sheets on radiators while they’re drying the whole house is perfumes. Love it.,5,Positive,Positive
Absolutely love these comfort Creation fabric conditioners they smell really nice makes the whole house smell wonderful. These were on deal so saved a few quid and this bulk buy was well worth buying.One very happy customer will buy again when needed but get tempted Everytime it's on,5,Positive,Positive
Really pleased with this conditioner. Smells lovely. Good offer. Could leave clothes a little softer but overall a good product.,4,Positive,Positive
Lovely smell however a few bottles were only half full,3,Neutral,Neutral
Bought in bulk and I'm still working my way through it all . I shall buy again,5,Positive,Positive
5*,5,Positive,Positive
I love this scent and to get it on offer was a massive bonus. Always leaves the washing smelling beautifully fresh & if I hang bedding sheets on radiators while they’re drying the whole house is perfumes. Love it.,5,Positive,Positive
Absolutely love these comfort Creation fabric conditioners they smell really nice makes the whole house smell wonderful. These were on deal so saved a few quid and this bulk buy was well worth buying.One very happy customer will buy again when needed but get tempted Everytime it's on,5,Positive,Positive
Really pleased with this conditioner. Smells lovely. Good offer. Could leave clothes a little softer but overall a good product.,4,Positive,Positive
Lovely smell however a few bottles were only half full,3,Neutral,Neutral
Bought in bulk and I'm still working my way through it all . I shall buy again,5,Positive,Positive
5*,5,Positive,Positive
I love this scent and to get it on offer was a massive bonus. Always leaves the washing smelling beautifully fresh & if I hang bedding sheets on radiators while they’re drying the whole house is perfumes. Love it.,5,Positive,Positive
"Not the quality that i expected from Persil.The pods don't dissolve properly at low temperatures. I am not overloading the machine; I am remembering to put the pod at the back of the machine. I find bits of semi melted pod all over the machine or, worse, the clothes",3,Negative,Neutral
We don’t buy anything else,5,Negative,Positive
Keeping the washing machine going,4,Positive,Positive
Excellent value,5,Positive,Positive
Good,5,Positive,Positive
Quality,5,Positive,Positive
"What can I say, does the job, pleased with purchase, will definitely be buying more",5,Positive,Positive
I use 2 at a time as I always have large loads. Does the job & smells better than some of the others I have used recently.,5,Positive,Positive
I always go for Persil as it’s non bio and it’s cheap but it always leaves lumpy large residue behind,3,Neutral,Neutral
Really pleased with this conditioner. Smells lovely. Good offer. Could leave clothes a little softer but overall a good product.,4,Positive,Positive
Lovely smell however a few bottles were only half full,3,Neutral,Neutral
Bought in bulk and I'm still working my way through it all . I shall buy again,5,Positive,Positive
I didn’t read the about details correctly. It’s 6 small bottles totalling 3.6 litres. Expensive for that quantity when a 1.9lt bottle is only £2.99,5,Negative,Positive
Read a few post Amazon were selling these 38 washes and sending out larger ones so decided to order. They are small bottles has advertised. Not sure they're worth £2 a bottle shops are selling larger ones for 50p extra. Lovely spell don't use any other fabric softer you only need a little amount.,4,Positive,Positive
Excellent value for money,5,Positive,Positive
Great as a multi pack on subscription,5,Positive,Positive
This is what the better half wanted and is cheaper than bought locally.,5,Positive,Positive
Lovely smell last for ages on clothes,5,Positive,Positive
"Brilliant price, happy with my purchase. Should last a while.",5,Positive,Positive
It is what it is and my wife was happy with it,5,Positive,Positive
It's got a luvly smell and it saves my carrying home from the shops much easy to have it delivered the only mistake was I ordered the wrong size I need the 90 wash but not to worry i'l double check next x,5,Positive,Positive
Tiny little bottles that are not worth the money,1,Negative,Negative
Its shower gel,4,Positive,Positive
A treat much appreciated by my husband we are currently in Portugal and he missed his English tea. Perfect. Delivery spot on. Thank you.,5,Positive,Positive
I do not tan on sunbeds and spray tans don’t take to my skin - I thought I would try this out and within a couple of weeks I could see a clear difference. Friends and family could also see!,5,Negative,Positive
I do not tan on sunbeds and spray tans don’t take to my skin - I thought I would try this out and within a couple of weeks I could see a clear difference. Friends and family could also see!,5,Negative,Positive
Very effective washing pods.,4,Positive,Positive
Good,5,Positive,Positive
Quality,5,Positive,Positive
"Not the quality that i expected from Persil.The pods don't dissolve properly at low temperatures. I am not overloading the machine; I am remembering to put the pod at the back of the machine. I find bits of semi melted pod all over the machine or, worse, the clothes",3,Negative,Neutral
Perfect. Persil is the best. Fast deluvery.,4,Positive,Positive
Can’t go wrong Paid £15 for 3 packs.,5,Negative,Positive
We don’t buy anything else,5,Negative,Positive
Keeping the washing machine going,4,Positive,Positive
Excellent value,5,Positive,Positive
I always go for Persil as it’s non bio and it’s cheap but it always leaves lumpy large residue behind,3,Neutral,Neutral
I use 2 at a time as I always have large loads. Does the job & smells better than some of the others I have used recently.,5,Positive,Positive
"Although these were a great price, i have come out in a severe allergy, no idea why as i have used before with no problems",1,Negative,Negative
Can’t go wrong Paid £15 for 3 packs.,5,Negative,Positive
Good,5,Positive,Positive
Quality,5,Positive,Positive
"What can I say, does the job, pleased with purchase, will definitely be buying more",5,Positive,Positive
I use 2 at a time as I always have large loads. Does the job & smells better than some of the others I have used recently.,5,Positive,Positive
I always go for Persil as it’s non bio and it’s cheap but it always leaves lumpy large residue behind,3,Neutral,Neutral
We don’t buy anything else,5,Negative,Positive
Excellent value,5,Positive,Positive
Perfect. Persil is the best. Fast deluvery.,4,Positive,Positive
Very effective washing pods.,4,Positive,Positive
"Not the quality that i expected from Persil.The pods don't dissolve properly at low temperatures. I am not overloading the machine; I am remembering to put the pod at the back of the machine. I find bits of semi melted pod all over the machine or, worse, the clothes",3,Negative,Neutral
Keeping the washing machine going,4,Positive,Positive
Very effective washing pods.,4,Positive,Positive
Quality,5,Positive,Positive
"What can I say, does the job, pleased with purchase, will definitely be buying more",5,Positive,Positive
Keeping the washing machine going,4,Positive,Positive
Excellent value,5,Positive,Positive
Can’t go wrong Paid £15 for 3 packs.,5,Negative,Positive
I always go for Persil as it’s non bio and it’s cheap but it always leaves lumpy large residue behind,3,Neutral,Neutral
We don’t buy anything else,5,Negative,Positive
I use 2 at a time as I always have large loads. Does the job & smells better than some of the others I have used recently.,5,Positive,Positive
Perfect. Persil is the best. Fast deluvery.,4,Positive,Positive
Good,5,Positive,Positive
"Not the quality that i expected from Persil.The pods don't dissolve properly at low temperatures. I am not overloading the machine; I am remembering to put the pod at the back of the machine. I find bits of semi melted pod all over the machine or, worse, the clothes",3,Negative,Neutral
"Although these were a great price, i have come out in a severe allergy, no idea why as i have used before with no problems",1,Negative,Negative
I always go for Persil as it’s non bio and it’s cheap but it always leaves lumpy large residue behind,3,Neutral,Neutral
Good,5,Positive,Positive
Quality,5,Positive,Positive
"What can I say, does the job, pleased with purchase, will definitely be buying more",5,Positive,Positive
I use 2 at a time as I always have large loads. Does the job & smells better than some of the others I have used recently.,5,Positive,Positive
"Not the quality that i expected from Persil.The pods don't dissolve properly at low temperatures. I am not overloading the machine; I am remembering to put the pod at the back of the machine. I find bits of semi melted pod all over the machine or, worse, the clothes",3,Negative,Neutral
We don’t buy anything else,5,Negative,Positive
Keeping the washing machine going,4,Positive,Positive
Excellent value,5,Positive,Positive
Smells divine ! Will definitely recommend !,5,Positive,Positive
