report_date,online_store,upc,retailer_product_code,brand,category,sub_category,product_description,review_date,review_rating,review_title,review_text,is_competitor,manufacturer,market,matched_keywords,time_of_publication,url,review_type,parent_review,manufacturers_response,dimension1,dimension2,dimension3,dimension4,dimension5,dimension6,dimension7,dimension8,verified_purchase,helpful_review_count,review_hash_id,review_length,sentiment,rating_sentiment_diff,anomaly
2/27/2019,BOOTS,8.71E+12,6083218,Vaseline,Personal Care,Skin Care,Vaseline Intensive Care Aloe Soothe Body Lotion 400ml,1/28/2019,4,Smells lovely,"I tried this lotion and firstly couldn't get enough of the smell. It smells so clean and fresh. It's quite a light formula, and absorbs easily. It's lightweight, but moisturisers well. You can get dressed straight away. It would be great on holiday, as it's so light. [This review was collected as part of a promotion.]",0,Unilever Global,UK,,,,Syndicated,Parent,,Skin Care,Body Lotion,Body Lotion,,,,Retailer Core of the Core,Core of the Core,FALSE,0,b0e4bb01-7a54-a808-5b4f-c7251bec1546,319,0.35,0.625,1
2/27/2019,FRESHAMAZON,8.71E+12,B014G2QCEA,Maille,Foods,Dressings,Maille  Dijon Original Mustard 215g,2/26/2019,5,Cheap,"Fast delivery, great product.",0,Unilever Global,UK,,,http:/www.amazon.co.uk/gp/customer-reviews/RIIZKULD5EHO0?ASIN=B014G2QCEA,Organic,Parent,,Dressings,Mustard,Mustard,,,,non-Retailer Core of the Core,Core of the Core,TRUE,0,bd0f7a87-ea31-2cba-4d23-293b94e4e88c,29,0.5,1.25,1
2/27/2019,AMAZON,8.71E+12,B07CZ66MJ2,Persil,Homecare,Laundry,"Persil Powercaps Bio Washing Capsules 50 Wash, 1350g",1/28/2019,5,On my subscribe list!,Reliable product even at cooler wahses ans love the fragrance!,0,Unilever Global,UK,,,http:/www.amazon.co.uk/gp/customer-reviews/R3MWKDMCLE2A9/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07CZ66MJ2,Organic,Child,,Laundry,Bio Washing Capsules,Bio Washing Capsules,,,,non-Retailer Core of the Core,Core of the Core,TRUE,1,5f6912fb-0449-3064-836d-d08acc581c2a,62,0.625,0.9375,1
2/27/2019,AMAZON,8.71E+12,B077YK7GLF,Comfort,Homecare,Laundry,Comfort  Sunshiny Days Fabric Conditioner 166 Wash 5L,1/28/2019,5,Sunshine Comfort Conditioner.,"Value for money. Nice smell, my daughter loves it. I can recommend.",0,Unilever Global,UK,,,http:/www.amazon.co.uk/gp/customer-reviews/R30L3LQE28LTVS/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B077YK7GLF,Organic,Parent,,Laundry,COTC Fabric Conditioner,,,,,non-Retailer Core of the Core,Core of the Core,TRUE,0,2b00d823-da3a-c7eb-cb37-6313dd87690e,67,0.6,1,1
2/27/2019,AMAZON,8.71E+12,B077YLQ2R1,Comfort,Homecare,Laundry,Comfort  Pure Fabric Conditioner 166 Wash 5L,1/28/2019,5,Sunshine Comfort Conditioner.,"Value for money. Nice smell, my daughter loves it. I can recommend.",0,Unilever Global,UK,,,http:/www.amazon.co.uk/gp/customer-reviews/R30L3LQE28LTVS/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B077YLQ2R1,Organic,Child,,Laundry,COTC Fabric Conditioner,,,,,Retailer Core of the Core,Core of the Core,TRUE,0,52c99456-6bdd-d40e-fa0d-cb4d1dd36095,67,0.6,1,1
2/27/2019,AMAZON,8.71E+12,B07CZGKTYB,Persil,Homecare,Laundry,"Persil Powercaps Non Bio Washing Capsules 50 Wash, 1350g",1/28/2019,5,On my subscribe list!,Reliable product even at cooler wahses ans love the fragrance!,0,Unilever Global,UK,,,http:/www.amazon.co.uk/gp/customer-reviews/R3MWKDMCLE2A9/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07CZGKTYB,Organic,Child,,Laundry,Non Bio Washing Capsules,Non Bio Washing Capsules,,,,Retailer Core of the Core,Core of the Core,TRUE,1,6d09e2b8-f611-a784-063b-853085ea3320,62,0.625,0.9375,1
2/27/2019,AMAZON,8.71E+12,B07BNKMTMH,Persil,Homecare,Laundry,"Persil Powercaps Non Bio Washing Capsules 38 Wash, 1026g",1/28/2019,5,On my subscribe list!,Reliable product even at cooler wahses ans love the fragrance!,0,Unilever Global,UK,,,http:/www.amazon.co.uk/gp/customer-reviews/R3MWKDMCLE2A9/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07BNKMTMH,Organic,Parent,,Laundry,Non Bio Washing Capsules,Non Bio Washing Capsules,,,,Retailer Core of the Core,Core of the Core,TRUE,1,c180194c-a7be-2d27-ee28-f9380330239c,62,0.625,0.9375,1
2/27/2019,AMAZON,8.71E+12,B07CCNVLXY,Persil,Homecare,Laundry,"Persil Powercaps Colour Washing Capsules 38 Wash, 1026g",1/28/2019,5,On my subscribe list!,Reliable product even at cooler wahses ans love the fragrance!,0,Unilever Global,UK,,,http:/www.amazon.co.uk/gp/customer-reviews/R3MWKDMCLE2A9/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07CCNVLXY,Organic,Child,,Laundry,Colour Washing Capsules,Colour Washing Capsules,,,,Retailer Core of the Core,Core of the Core,TRUE,1,771499b2-24db-6b20-e8df-511fe37500de,62,0.625,0.9375,1
2/27/2019,AMAZON,5.01E+12,B00OQ85N8Q,TRESemmé,Personal Care,Hair,Tresemme  Moisture Rich Shampoo 900ml,1/28/2019,5,,Nice  i will prefer to buy again,0,Unilever Global,UK,,,http:/www.amazon.co.uk/gp/customer-reviews/RWS3UQ08KX8R3/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00OQ85N8Q,Organic,Parent,,Hair,Women General Cleanse shampoo,Women General Cleanse shampoo,,,,Retailer Core of the Core,Core of the Core,TRUE,0,bc0b730d-29fa-0076-7f4b-53d9f8ad8ff8,32,0.6,1,1
2/27/2019,AMAZON,5.01E+12,B00OTRIFPC,Simple,Personal Care,Skin Care,Simple Kind to Skin Exfoliating Facial Wipes 25 Wipes,1/28/2019,2,Just ok nothing great but harsh on skin,Girlfriend wasn’t too pleased but still said are ok,0,Unilever Global,UK,,,http:/www.amazon.co.uk/gp/customer-reviews/RS3C0AJBX42Q2/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00OTRIFPC,Organic,Parent,,Skin Care,Wipes,Wipes,,,,Retailer Core of the Core,Core of the Core,TRUE,0,eb7fbc4d-9264-217e-5a76-c54f2eb64514,51,0.5,1.75,1
2/27/2019,AMAZON,5.00E+12,B003E6XD2E,Radox,Personal Care,Skin Cleansing,Radox  Feel Awake for Men Shower Gel 250ml,1/28/2019,5,Great service. Great product,Great product,0,Unilever Global,UK,,,http:/www.amazon.co.uk/gp/customer-reviews/RIAB1XYAYSG1A/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B003E6XD2E,Organic,Parent,,Skin Cleansing,Shower Men,Shower Men,,,,Retailer Core of the Core,Core of the Core,FALSE,0,1d904d3d-e8e0-8777-5584-38f36ffae0de,13,0.8,0.5,1
2/27/2019,AMAZON,5.00E+12,B0057EP8NI,Pot Noodle,Foods,Savoury,Pot Noodle  Original Curry Standard 90g,1/28/2019,5,Delicious and nutricious,"Scrumptious, authentic Pot Noodle flavour.",0,Unilever Global,UK,,,http:/www.amazon.co.uk/gp/customer-reviews/R1EVLDKVHRX3MY/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0057EP8NI,Organic,Parent,,Savoury,Pot Snacks,Pot Snacks,,,,Retailer Core of the Core,Core of the Core,TRUE,0,b16c80c5-bc3e-ea62-79ad-c412298510f8,42,0.5,1.25,1
2/27/2019,AMAZON,8.71E+12,B07BNMH6S8,Persil,Homecare,Laundry,"Persil Powercaps Bio Washing Capsules 38 Wash, 1026g",1/28/2019,5,On my subscribe list!,Reliable product even at cooler wahses ans love the fragrance!,0,Unilever Global,UK,,,http:/www.amazon.co.uk/gp/customer-reviews/R3MWKDMCLE2A9/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07BNMH6S8,Organic,Child,,Laundry,Bio Washing Capsules,Bio Washing Capsules,,,,Retailer Core of the Core,Core of the Core,TRUE,1,7aeaf41a-e04e-c392-6358-93612754387c,62,0.625,0.9375,1
2/27/2019,AMAZON,8.71E+12,B00YHMZBOM,Pot Noodle,Foods,Savoury,Pot Noodle  Chilli Beef Standard 90g,1/28/2019,5,Delicious and nutricious,"Scrumptious, authentic Pot Noodle flavour.",0,Unilever Global,UK,,,http:/www.amazon.co.uk/gp/customer-reviews/R1EVLDKVHRX3MY/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00YHMZBOM,Organic,Child,,Savoury,Pot Snacks,Pot Snacks,,,,Retailer Core of the Core,Core of the Core,TRUE,0,d697c14a-2fd6-0fdd-83da-c5b552487b4b,42,0.5,1.25,1
2/27/2019,AMAZON,5.01E+12,B00P1IECBE,TRESemmé,Personal Care,Hair,Tresemme  Heat Defence Spray 300ml,1/28/2019,5,Hair product,Great for hair that is straightened,0,Unilever Global,UK,,,http:/www.amazon.co.uk/gp/customer-reviews/RUWW3C1TK1FN6/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00P1IECBE,Organic,Parent,,Hair,Styling Spray,Styling Spray,,,,non-Retailer Core of the Core,Core of the Core,TRUE,0,a95935cf-e6b5-9d27-298e-05abc345de67,35,0.8,0.5,1
2/28/2019,OCADO,8.71E+12,307451011,Comfort,Homecare,Laundry,Comfort Ultra Concentrated Pure Fabric Conditioner 64 Wash 960ml,2/1/2019,5,smells lovely,and it was on offer half price so most pleased! also like the compact bottle size,0,Unilever Global,UK,,,,Organic,Parent,,Laundry,COTC Fabric Conditioner,COTC Fabric Conditioner,,,,non-Retailer Core of the Core,Core of the Core,FALSE,0,34b24963-2c84-d494-1353-4e0bfb56a41b,81,0.319444444,1.701388889,1
2/28/2019,OCADO,8.71E+12,279213011,Magnum,Refreshment,Ice Cream,Magnum  Almond Ice Cream 4 x 100ml,2/1/2019,5,Excellent,Lovely ice cream.,0,Unilever Global,UK,,,,Organic,Parent,,Ice Cream,Magnum,Magnum,,,,Retailer Core of the Core,Core of the Core,FALSE,0,b1795191-4633-a450-af3f-40fa14baa26e,17,0.5,1.25,1
2/28/2019,OCADO,8.72E+12,37907011,Marmite,Foods,Other Foods,Marmite Squeezy Yeast Extract 400g,2/1/2019,4,"great taste, not great vessel","Love marmite, but feel like waste a lot in this squeezy format",0,Unilever Global,UK,,,,Organic,Parent,,Other Foods,Yeast Extract,Yeast Extract,,,,Retailer Core of the Core,Core of the Core,FALSE,0,ded0c22a-990b-60fa-9644-bc84582fae7d,62,0.15,1.125,1
2/28/2019,OCADO,8.72E+12,34082011,Lynx,Personal Care,Deodorants & Fragrances,Lynx Africa Body Spray Deodorant Aerosol 150ml,2/1/2019,3,Sharp at First,Husband said this was sharp to begin with but quite nice as he got used to it. I assume that this scent will grow on him the more he uses this. Thank you Ocado for this sample,0,Unilever Global,UK,,,,Organic,Parent,,Deodorants & Fragrances,Male Body Spray,Male Body Spray,,,,non-Retailer Core of the Core,Core of the Core,FALSE,0,ac0c951e-7a33-e8c6-e895-9ca990fa14ea,175,0.325,0.3125,1
2/28/2019,OCADO,76840600151,10391011,Ben & Jerry's,Refreshment,Ice Cream,Ben & Jerry's  Phish Food Ice Cream 500ml,2/2/2019,4,Nice fish food,"I don’t like chocolate ice cream...... however this was quite nice and I ended up eating half of the tub in one go!!! It is quite sweet though. Nice chunks of chocolate, marshmallow and caramel.",0,Unilever Global,UK,,,,Organic,Parent,,Ice Cream,Ben & Jerry's,Ben & Jerry's,,,,Retailer Core of the Core,Core of the Core,FALSE,0,464e2f4e-5a8c-90db-01a6-1e935394df01,194,0.306119792,0.734700521,1
2/28/2019,OCADO,76840600151,10391011,Ben & Jerry's,Refreshment,Ice Cream,Ben & Jerry's  Phish Food Ice Cream 500ml,1/31/2019,5,Perfect!,Rich and full of flavour. Well loved by all the family. Expensive but great as a special treat.,0,Unilever Global,UK,,,,Organic,Parent,,Ice Cream,Ben & Jerry's,Ben & Jerry's,,,,Retailer Core of the Core,Core of the Core,FALSE,0,c1387b7c-b065-5e83-77ca-c5d910ea6688,95,0.34702381,1.632440476,1
2/28/2019,OCADO,76840600151,10391011,Ben & Jerry's,Refreshment,Ice Cream,Ben & Jerry's  Phish Food Ice Cream 500ml,2/1/2019,4,Love this ice cream,"One of my favourite chocolate ice creams. I especially love the dark chocolate fish. Is expensive though for what it is, would only buy when on offer.",0,Unilever Global,UK,,,,Organic,Parent,,Ice Cream,Ben & Jerry's,Ben & Jerry's,,,,Retailer Core of the Core,Core of the Core,FALSE,0,400b4f9f-49e9-ed97-9b5c-fabadcc187b6,150,0.0875,1.28125,1
2/28/2019,OCADO,8.71E+12,280910011,Radox,Personal Care,Skin Cleansing,Radox  Care + Nourish Antibacterial Handwash 250ml,2/2/2019,5,lovely hand wash,Smells lovely and does the job!,0,Unilever Global,UK,,,,Organic,Parent,,Skin Cleansing,Antibacterial Handwash,Antibacterial Handwash,,,,non-Retailer Core of the Core,Core of the Core,FALSE,0,81044ba7-7b5b-b1c0-730a-908d4f825a46,31,0.625,0.9375,1
2/28/2019,OCADO,8.71E+12,280910011,Radox,Personal Care,Skin Cleansing,Radox  Care + Nourish Antibacterial Handwash 250ml,2/1/2019,4,"subtle fragrance, moisturising & Rich","Very subtle (my preference) but lovely fragrance - no lingering perfume. Creamy lather & doesnt dry my hands. Docked a star as only bottle, not pump is recyclable. If They offered bottles without the pump so you could reuse the pump...",0,Unilever Global,UK,,,,Organic,Parent,,Skin Cleansing,Antibacterial Handwash,Antibacterial Handwash,,,,non-Retailer Core of the Core,Core of the Core,FALSE,0,d4f3bcd0-67b5-45d4-8c08-fba701211eab,235,0,1.5,1
2/28/2019,OCADO,8.71E+12,280910011,Radox,Personal Care,Skin Cleansing,Radox  Care + Nourish Antibacterial Handwash 250ml,2/1/2019,5,Rich and luxurious handwash,"A great handwash, that smells delightful. Useful for putting next to wash hand basin, no drips. Leaves hands fresh and clean. Great buy",0,Unilever Global,UK,,,,Organic,Parent,,Skin Cleansing,Antibacterial Handwash,Antibacterial Handwash,,,,non-Retailer Core of the Core,Core of the Core,FALSE,0,fe45d558-7dac-9644-fe3e-f8e158e985ff,135,0.50952381,1.226190476,1
2/28/2019,OCADO,8.71E+12,280931011,Lynx,Personal Care,Skin Cleansing,Lynx  Black Shower Gel 400ml,2/1/2019,4,nice smell,Thick and creamy smelt fresh,0,Unilever Global,UK,,,,Organic,Parent,,Skin Cleansing,Shower General,Shower General,,,,non-Retailer Core of the Core,Core of the Core,FALSE,0,2a915611-bfb3-35ba-cf04-bfe999013c50,28,-2.78E-17,1.5,1
2/28/2019,OCADO,8.71E+12,280931011,Lynx,Personal Care,Skin Cleansing,Lynx  Black Shower Gel 400ml,1/31/2019,4,Refreshing,The frozen pear scent is really pleasant,0,Unilever Global,UK,,,,Organic,Parent,,Skin Cleansing,Shower General,Shower General,,,,non-Retailer Core of the Core,Core of the Core,FALSE,0,8863a810-4b6e-0a78-4ba2-1ac929d8d7ec,40,0.733333333,0.333333333,1
2/28/2019,OCADO,8.71E+12,280931011,Lynx,Personal Care,Skin Cleansing,Lynx  Black Shower Gel 400ml,2/2/2019,5,lovely smell,Was sent this to review so I gave it to my hubby to try. Hubby really liked the creamy texture. Has a lovely smell which wasn't overpowering.,0,Unilever Global,UK,,,,Organic,Parent,,Skin Cleansing,Shower General,Shower General,,,,non-Retailer Core of the Core,Core of the Core,FALSE,0,6164c49a-7c8a-b4d3-7bfd-5b23def8329b,141,0.55,1.125,1
2/28/2019,OCADO,8.71E+12,262056011,Vaseline,Personal Care,Skin Care,Vaseline  Advanced Repair Body Lotion 400ml,1/29/2019,5,Cheap as Chips...,"Fantastic cream, skin looks and feels like just been in a sauna and outstanding all over the body and more so on turkey neck skin. We find storing bottle upside down and gently shaking while still upside down using gravity vastly helps release the cream from the bottle.",0,Unilever Global,UK,,,,Organic,Parent,,Skin Care,Body Lotion,Body Lotion,,,,non-Retailer Core of the Core,Core of the Core,FALSE,0,2a59856a-7803-98c6-01f7-9b509f464f8a,270,0.184126984,2.03968254,1
2/28/2019,OCADO,8.71E+12,279211011,Magnum,Refreshment,Ice Cream,Magnum  White Ice Cream 4 x 110ml,2/1/2019,5,Excellent,My nightly treat. Perfection,0,Unilever Global,UK,,,,Organic,Parent,,Ice Cream,Magnum,Magnum,,,,Retailer Core of the Core,Core of the Core,FALSE,0,d2a01def-91ad-86b0-85d2-906754b61cdc,28,0,2.5,1
2/28/2019,OCADO,8.71E+12,279105011,Comfort,Homecare,Laundry,Comfort Intense Fuchsia Passion Fabric Conditioner 64 Wash 960ml,1/31/2019,2,bit too much...,Might need to only use a tiny bit... the smell is a little overpowering tbh and reminds me of loo cleaner,0,Unilever Global,UK,,,,Organic,Parent,,Laundry,COTC Fabric Conditioner,COTC Fabric Conditioner,,,,non-Retailer Core of the Core,Core of the Core,FALSE,0,20448815-6e11-d713-2366-70cf932b9715,105,-0.0625,0.34375,1
2/28/2019,BOOTS,8.71E+12,3851133,Dove,Personal Care,Skin Cleansing,Dove  Deeply Nourishing Body wash 500ml,2/1/2019,5,Life changing!,If youre looking for a super moisturizing body wash this is it! Leaves my skin super soft!,0,Unilever Global,UK,,,,Syndicated,Parent,,Skin Cleansing,Shower General,Shower General,,,,Retailer Core of the Core,Core of the Core,FALSE,0,829e5489-2871-f281-f1b3-81f210c9871a,90,0.291666667,1.770833333,1
2/28/2019,BOOTS,8.71E+12,3851133,Dove,Personal Care,Skin Cleansing,Dove  Deeply Nourishing Body wash 500ml,2/1/2019,5,Life changing!,"I use this on both myself and the kids. We all have sensitive skin and it doesnt irritate any of us. Great, last scent. A little bit goes a long way, so the bottle lasts a while too. The price is very reasonable compared to other similar products.",0,Unilever Global,UK,,,,Syndicated,Parent,,Skin Cleansing,Shower General,Shower General,,,,Retailer Core of the Core,Core of the Core,FALSE,0,356462ba-cf23-8eb6-659e-b21a912a086b,247,0.0996875,2.25078125,1
2/28/2019,BOOTS,8.71E+12,3851133,Dove,Personal Care,Skin Cleansing,Dove  Deeply Nourishing Body wash 500ml,2/1/2019,4,Life changing!,"This body wash has a soft original \""dove\"" original smell to it I love it, but I prefer the smell of the cucumber and green tea deep mosturizer body wash. I mean it definetly works its a great product , it mosturerises but I prefer the other one.I still recommend it. Good product.",0,Unilever Global,UK,,,,Syndicated,Parent,,Skin Cleansing,Shower General,Shower General,,,,Retailer Core of the Core,Core of the Core,FALSE,0,37a7e1ef-db78-097c-2cdf-4b57c0153b4e,282,0.22125,0.946875,1
2/28/2019,BOOTS,8.71E+12,3851133,Dove,Personal Care,Skin Cleansing,Dove  Deeply Nourishing Body wash 500ml,2/1/2019,5,Life changing!,I love this body was my skin gets super dry in the winter this product helps reduces the FYI skin,0,Unilever Global,UK,,,,Syndicated,Parent,,Skin Cleansing,Shower General,Shower General,,,,Retailer Core of the Core,Core of the Core,FALSE,0,11a8c1d2-2082-04d0-4d50-7772ca6f9d6c,97,0.255555556,1.861111111,1
2/28/2019,BOOTS,8.71E+12,3851133,Dove,Personal Care,Skin Cleansing,Dove  Deeply Nourishing Body wash 500ml,2/1/2019,4,Life changing!,This is what I use in the winter. It helps to keep my skin moisturized. I do find I need to follow up with lotion after my shower or my skin will get dry. It works well and is inexpensive! I like the plain scent as well.,0,Unilever Global,UK,,,,Syndicated,Parent,,Skin Cleansing,Shower General,Shower General,,,,Retailer Core of the Core,Core of the Core,FALSE,0,2a0dad5d-3f06-fa07-e7e8-85125b329cd9,220,-0.148809524,1.87202381,1
2/28/2019,BOOTS,8.71E+12,3851133,Dove,Personal Care,Skin Cleansing,Dove  Deeply Nourishing Body wash 500ml,1/29/2019,5,Use This Instead of Shaving Cream,"I just used Dove Deep Moisture to shave pretty much my entire body and it is amazing. The best, smoothest shave ever! And my skin is so soft now!",0,Unilever Global,UK,,,,Syndicated,Parent,,Skin Cleansing,Shower General,Shower General,,,,Retailer Core of the Core,Core of the Core,FALSE,0,c15bcd96-bb79-aecf-0412-b43cd477960d,145,0.329166667,1.677083333,1
2/28/2019,BOOTS,8.71E+12,3851133,Dove,Personal Care,Skin Cleansing,Dove  Deeply Nourishing Body wash 500ml,2/1/2019,5,Life changing!,Feels like Im really getting clean and I love the lotion feel of it. Its not overly priced.,0,Unilever Global,UK,,,,Syndicated,Parent,,Skin Cleansing,Shower General,Shower General,,,,Retailer Core of the Core,Core of the Core,FALSE,0,21f74b0b-abd5-76c2-baa2-0c7326472c83,91,0.355555556,1.611111111,1
2/28/2019,BOOTS,8.71E+12,2521067,Dove,Personal Care,Skin Cleansing,Dove  Deeply Nourishing Body wash 250ml,2/1/2019,4,Life changing!,This is what I use in the winter. It helps to keep my skin moisturized. I do find I need to follow up with lotion after my shower or my skin will get dry. It works well and is inexpensive! I like the plain scent as well.,0,Unilever Global,UK,,,,Syndicated,Parent,,Skin Cleansing,Shower General,Shower General,,,,non-Retailer Core of the Core,Core of the Core,FALSE,0,2cb527a9-68ea-3a05-7d09-f582741c4e87,220,-0.148809524,1.87202381,1
2/28/2019,BOOTS,8.71E+12,2521067,Dove,Personal Care,Skin Cleansing,Dove  Deeply Nourishing Body wash 250ml,2/1/2019,5,Life changing!,"I use this on both myself and the kids. We all have sensitive skin and it doesnt irritate any of us. Great, last scent. A little bit goes a long way, so the bottle lasts a while too. The price is very reasonable compared to other similar products.",0,Unilever Global,UK,,,,Syndicated,Parent,,Skin Cleansing,Shower General,Shower General,,,,non-Retailer Core of the Core,Core of the Core,FALSE,0,31f544f8-2ef7-1333-ffab-6c5ddde2b0c1,247,0.0996875,2.25078125,1
2/28/2019,BOOTS,8.71E+12,2521067,Dove,Personal Care,Skin Cleansing,Dove  Deeply Nourishing Body wash 250ml,1/29/2019,5,Use This Instead of Shaving Cream,"I just used Dove Deep Moisture to shave pretty much my entire body and it is amazing. The best, smoothest shave ever! And my skin is so soft now!",0,Unilever Global,UK,,,,Syndicated,Parent,,Skin Cleansing,Shower General,Shower General,,,,non-Retailer Core of the Core,Core of the Core,FALSE,0,8628563c-a3ec-fa17-4b30-6aa57ebea0d7,145,0.329166667,1.677083333,1
2/28/2019,BOOTS,8.71E+12,2521067,Dove,Personal Care,Skin Cleansing,Dove  Deeply Nourishing Body wash 250ml,2/1/2019,5,Life changing!,I love this body was my skin gets super dry in the winter this product helps reduces the FYI skin,0,Unilever Global,UK,,,,Syndicated,Parent,,Skin Cleansing,Shower General,Shower General,,,,non-Retailer Core of the Core,Core of the Core,FALSE,0,2166790f-eaf4-7be4-1fa6-7015e5b74a66,97,0.255555556,1.861111111,1
2/28/2019,BOOTS,8.71E+12,2521067,Dove,Personal Care,Skin Cleansing,Dove  Deeply Nourishing Body wash 250ml,2/1/2019,5,Life changing!,If youre looking for a super moisturizing body wash this is it! Leaves my skin super soft!,0,Unilever Global,UK,,,,Syndicated,Parent,,Skin Cleansing,Shower General,Shower General,,,,non-Retailer Core of the Core,Core of the Core,FALSE,0,7879915c-7ef5-9304-450a-02a7e1d4dd79,90,0.291666667,1.770833333,1
2/28/2019,BOOTS,8.71E+12,2521067,Dove,Personal Care,Skin Cleansing,Dove  Deeply Nourishing Body wash 250ml,2/1/2019,5,Life changing!,Feels like Im really getting clean and I love the lotion feel of it. Its not overly priced.,0,Unilever Global,UK,,,,Syndicated,Parent,,Skin Cleansing,Shower General,Shower General,,,,non-Retailer Core of the Core,Core of the Core,FALSE,0,e7a787b1-9f67-ab26-6458-48e02b5946ef,91,0.355555556,1.611111111,1
2/28/2019,BOOTS,8.71E+12,6083218,Vaseline,Personal Care,Skin Care,Vaseline Intensive Care Aloe Soothe Body Lotion 400ml,1/31/2019,5,Great Lotion!,"I have tried other Vaseline body lotions and I think this is my favourite one so far. The smell is divine and not too overpowering as some can be. The lotion just glides on and sinks into the skin with a few rubs and doesn't leave an oily residue! The skin just absorbs the lotion as soon as it's applied and I've noticed a huge difference in my skin since using it, I'll definitely be using this lotion every day from now on! [This review was collected as part of a promotion.]",0,Unilever Global,UK,,,,Syndicated,Parent,,Skin Care,Body Lotion,Body Lotion,,,,Retailer Core of the Core,Core of the Core,FALSE,0,cbbebdf6-5283-59b2-34e1-fbe4788986d4,478,0.004166667,2.489583333,1
2/28/2019,BOOTS,8.71E+12,2521067,Dove,Personal Care,Skin Cleansing,Dove  Deeply Nourishing Body wash 250ml,2/1/2019,5,Life changing!,"Love how soft my skin feels after using this product! In the cold winter months, this is especially helpful.",0,Unilever Global,UK,,,,Syndicated,Parent,,Skin Cleansing,Shower General,Shower General,,,,non-Retailer Core of the Core,Core of the Core,FALSE,0,7a86f92d-32d0-e2b7-74d9-100d82e539c6,108,0.00625,2.484375,1
2/28/2019,BOOTS,8.71E+12,6083218,Vaseline,Personal Care,Skin Care,Vaseline Intensive Care Aloe Soothe Body Lotion 400ml,2/1/2019,5,Love it,"Absolutely fantastic, I find my skin goes so dry in winter with the weather and central heating I tried the vaseline intensive care moisturiser and it really dealt well with my dry skin including my elbows and knees the really super dry places it glides on like a dream super moisturises my skin and smells like summers spent laying on a beach highly recommend [This review was collected as part of a promotion.]",0,Unilever Global,UK,,,,Syndicated,Parent,,Skin Care,Body Lotion,Body Lotion,,,,Retailer Core of the Core,Core of the Core,FALSE,0,fd94e44f-f972-ea65-d618-0f5623d70aa5,412,0.112666667,2.218333333,1
2/28/2019,BOOTS,8.71E+12,6083218,Vaseline,Personal Care,Skin Care,Vaseline Intensive Care Aloe Soothe Body Lotion 400ml,1/31/2019,5,Really good day to day product,I have been using this for a few days and I really like it as a body moisturiser. It is not too heavy but still manages to moisturise the skin very well and without leaving any greasiness. The cucumber fragrance is really nice and fresh and helps to wake me up after a shower without being too overpowering. [This review was collected as part of a promotion.],0,Unilever Global,UK,,,,Syndicated,Parent,,Skin Care,Body Lotion,Body Lotion,,,,Retailer Core of the Core,Core of the Core,FALSE,0,b7cb3c55-6131-38b9-a7f6-17e689495bb0,359,0.15,2.125,1
2/28/2019,BOOTS,8.71E+12,6083218,Vaseline,Personal Care,Skin Care,Vaseline Intensive Care Aloe Soothe Body Lotion 400ml,2/1/2019,5,Great body lotion,"I really like this, it does seem to moisturise better than other body lotions I have tried, and seems to help the skin stay moisturised for longer. I used it as hand cream as well and it even makes a difference on dry hands, so I would recommend. [This review was collected as part of a promotion.]",0,Unilever Global,UK,,,,Syndicated,Parent,,Skin Care,Body Lotion,Body Lotion,,,,Retailer Core of the Core,Core of the Core,FALSE,0,728cc357-f48c-3abb-3580-5957f992a866,298,0.127083333,2.182291667,1
2/28/2019,BOOTS,8.71E+12,2521067,Dove,Personal Care,Skin Cleansing,Dove  Deeply Nourishing Body wash 250ml,2/1/2019,4,Life changing!,"This body wash has a soft original \""dove\"" original smell to it I love it, but I prefer the smell of the cucumber and green tea deep mosturizer body wash. I mean it definetly works its a great product , it mosturerises but I prefer the other one.I still recommend it. Good product.",0,Unilever Global,UK,,,,Syndicated,Parent,,Skin Cleansing,Shower General,Shower General,,,,non-Retailer Core of the Core,Core of the Core,FALSE,0,9d936f71-cd4e-c2bf-feba-82e6131b6e63,282,0.22125,0.946875,1
2/28/2019,BOOTS,5.01E+12,2197502,Simple,Personal Care,Skin Care,Simple Kind to Skin Eye Make-Up Remover 125ml,1/31/2019,1,mrs,what happened to your lovely cream eyemake up remover,0,Unilever Global,UK,,,,Syndicated,Parent,,Skin Care,Eye Make-Up Remover,Eye Make-Up Remover,,,,Retailer Core of the Core,Core of the Core,FALSE,0,6f6a8765-7e85-4539-a552-f23bb822b2b7,53,0.5,2.75,1
